transaction_id,merchant_id,timestamp,amount,customer_id,payment_method,status,category,campaign_id
TXN0000083,PAYTM_M_001,2026-03-25 12:11:51,612.08,CUST_N00082,UPI,SUCCESS,Meals & Combos,
TXN0000052,PAYTM_M_001,2026-03-25 12:18:30,91.47,CUST_N00051,UPI,SUCCESS,Tea & Beverages,
TXN0000038,PAYTM_M_001,2026-03-25 12:26:03,709.98,CUST_N00037,UPI,FAILED,Meals & Combos,
TXN0000009,PAYTM_M_001,2026-03-25 12:36:52,55.15,CUST_N00008,Cash,SUCCESS,Tea & Beverages,
TXN0000031,PAYTM_M_001,2026-03-25 12:42:04,90.73,CUST_N00030,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000062,PAYTM_M_001,2026-03-25 12:54:41,260.62,CUST_N00061,UPI,SUCCESS,Snacks,
TXN0000078,PAYTM_M_001,2026-03-25 12:57:42,204.65,CUST_N00077,UPI,SUCCESS,Snacks,
TXN0000059,PAYTM_M_001,2026-03-25 13:05:16,807.14,CUST_N00058,UPI,SUCCESS,Meals & Combos,
TXN0000079,PAYTM_M_001,2026-03-25 13:12:42,74.43,CUST_N00078,UPI,SUCCESS,Tea & Beverages,
TXN0000014,PAYTM_M_001,2026-03-25 13:12:57,104.62,CUST_N00013,UPI,SUCCESS,Tea & Beverages,
TXN0000101,PAYTM_M_001,2026-03-25 13:16:38,603.34,CUST_N00100,UPI,SUCCESS,Meals & Combos,
TXN0000069,PAYTM_M_001,2026-03-25 13:23:05,153.41,CUST_N00068,Paytm Wallet,SUCCESS,Snacks,
TXN0000051,PAYTM_M_001,2026-03-25 13:26:32,89.69,CUST_N00050,UPI,SUCCESS,Tea & Beverages,
TXN0000021,PAYTM_M_001,2026-03-25 13:29:09,112.91,CUST_N00020,UPI,SUCCESS,Tea & Beverages,
TXN0000027,PAYTM_M_001,2026-03-25 13:39:39,97.05,CUST_N00026,UPI,SUCCESS,Tea & Beverages,
TXN0000036,PAYTM_M_001,2026-03-25 13:46:19,61.65,CUST_N00035,UPI,SUCCESS,Tea & Beverages,
TXN0000048,PAYTM_M_001,2026-03-25 13:46:38,72.02,CUST_N00047,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000035,PAYTM_M_001,2026-03-25 13:56:43,267.87,CUST_N00034,UPI,SUCCESS,Snacks,
TXN0000097,PAYTM_M_001,2026-03-25 13:57:44,102.26,CUST_N00096,UPI,SUCCESS,Tea & Beverages,
TXN0000076,PAYTM_M_001,2026-03-25 14:01:10,69.74,CUST_N00075,UPI,SUCCESS,Tea & Beverages,
TXN0000045,PAYTM_M_001,2026-03-25 14:58:21,99.89,CUST_N00044,UPI,SUCCESS,Tea & Beverages,
TXN0000004,PAYTM_M_001,2026-03-25 15:07:38,209.63,CUST_N00003,Paytm Wallet,SUCCESS,Snacks,
TXN0000090,PAYTM_M_001,2026-03-25 15:11:33,66.20,CUST_N00089,Paytm Postpaid,SUCCESS,Tea & Beverages,
TXN0000002,PAYTM_M_001,2026-03-25 15:56:43,63.73,CUST_N00001,Cash,FAILED,Tea & Beverages,
TXN0000074,PAYTM_M_001,2026-03-25 16:00:11,819.63,CUST_N00073,UPI,SUCCESS,Meals & Combos,
TXN0000042,PAYTM_M_001,2026-03-25 16:18:27,131.73,CUST_N00041,UPI,SUCCESS,Tea & Beverages,
TXN0000060,PAYTM_M_001,2026-03-25 16:25:01,75.58,CUST_N00059,UPI,SUCCESS,Tea & Beverages,
TXN0000068,PAYTM_M_001,2026-03-25 16:32:10,612.27,CUST_N00067,Cash,SUCCESS,Meals & Combos,
TXN0000056,PAYTM_M_001,2026-03-25 16:49:49,200.61,CUST_N00055,UPI,SUCCESS,Snacks,
TXN0000065,PAYTM_M_001,2026-03-25 17:16:31,282.50,CUST_N00064,Paytm Wallet,SUCCESS,Snacks,
TXN0000040,PAYTM_M_001,2026-03-25 17:41:41,242.14,CUST_N00039,Paytm Wallet,SUCCESS,Snacks,
TXN0000043,PAYTM_M_001,2026-03-25 17:49:16,94.87,CUST_N00042,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000028,PAYTM_M_001,2026-03-25 17:58:01,607.65,CUST_N00027,UPI,SUCCESS,Meals & Combos,
TXN0000034,PAYTM_M_001,2026-03-25 18:11:23,71.33,CUST_N00033,UPI,SUCCESS,Tea & Beverages,
TXN0000005,PAYTM_M_001,2026-03-25 18:14:18,158.81,CUST_N00004,UPI,SUCCESS,Snacks,
TXN0000023,PAYTM_M_001,2026-03-25 18:15:57,520.24,CUST_N00022,Card,SUCCESS,Meals & Combos,
TXN0000050,PAYTM_M_001,2026-03-25 18:17:06,461.62,CUST_N00049,UPI,SUCCESS,Meals & Combos,
TXN0000001,PAYTM_M_001,2026-03-25 18:18:03,174.94,CUST_N00000,Paytm Postpaid,SUCCESS,Snacks,
TXN0000075,PAYTM_M_001,2026-03-25 18:19:59,300.41,CUST_N00074,UPI,SUCCESS,Snacks,
TXN0000016,PAYTM_M_001,2026-03-25 18:23:14,150.25,CUST_N00015,UPI,SUCCESS,Tea & Beverages,
TXN0000037,PAYTM_M_001,2026-03-25 18:24:13,163.06,CUST_N00036,Paytm Wallet,SUCCESS,Snacks,
TXN0000011,PAYTM_M_001,2026-03-25 18:26:34,497.61,CUST_N00010,UPI,SUCCESS,Meals & Combos,
TXN0000049,PAYTM_M_001,2026-03-25 18:32:13,82.82,CUST_N00048,UPI,SUCCESS,Tea & Beverages,
TXN0000003,PAYTM_M_001,2026-03-25 18:36:11,147.08,CUST_N00002,UPI,SUCCESS,Snacks,
TXN0000010,PAYTM_M_001,2026-03-25 18:41:07,198.32,CUST_N00009,UPI,SUCCESS,Snacks,
TXN0000007,PAYTM_M_001,2026-03-25 18:42:49,151.00,CUST_N00006,UPI,FAILED,Snacks,
TXN0000033,PAYTM_M_001,2026-03-25 18:47:13,139.39,CUST_N00032,UPI,SUCCESS,Tea & Beverages,
TXN0000054,PAYTM_M_001,2026-03-25 18:58:55,149.08,CUST_N00053,UPI,SUCCESS,Snacks,
TXN0000018,PAYTM_M_001,2026-03-25 18:59:44,343.08,CUST_N00017,UPI,SUCCESS,Snacks,
TXN0000081,PAYTM_M_001,2026-03-25 19:12:39,707.27,CUST_N00080,UPI,SUCCESS,Meals & Combos,
TXN0000032,PAYTM_M_001,2026-03-25 19:12:44,294.93,CUST_N00031,UPI,SUCCESS,Snacks,
TXN0000091,PAYTM_M_001,2026-03-25 19:14:51,163.46,CUST_N00090,Paytm Wallet,SUCCESS,Snacks,
TXN0000084,PAYTM_M_001,2026-03-25 19:22:43,97.03,CUST_N00083,Paytm Postpaid,SUCCESS,Tea & Beverages,
TXN0000098,PAYTM_M_001,2026-03-25 19:46:51,277.20,CUST_N00097,UPI,SUCCESS,Desserts,
TXN0000063,PAYTM_M_001,2026-03-25 19:53:15,475.58,CUST_N00062,Paytm Wallet,SUCCESS,Meals & Combos,
TXN0000055,PAYTM_M_001,2026-03-25 20:26:48,309.09,CUST_N00054,Paytm Wallet,SUCCESS,Snacks,
TXN0000041,PAYTM_M_001,2026-03-25 20:29:50,317.50,CUST_N00040,Paytm Postpaid,SUCCESS,Snacks,
TXN0000017,PAYTM_M_001,2026-03-25 20:32:24,1368.50,CUST_N00016,UPI,SUCCESS,Bulk / Party Order,
TXN0000025,PAYTM_M_001,2026-03-25 20:40:11,1429.59,CUST_N00024,Card,SUCCESS,Bulk / Party Order,
TXN0000089,PAYTM_M_001,2026-03-25 20:41:25,150.78,CUST_N00088,Paytm Postpaid,SUCCESS,Tea & Beverages,
TXN0000008,PAYTM_M_001,2026-03-25 20:43:31,598.18,CUST_N00007,UPI,SUCCESS,Meals & Combos,
TXN0000029,PAYTM_M_001,2026-03-25 20:58:55,475.74,CUST_N00028,UPI,SUCCESS,Meals & Combos,
TXN0000057,PAYTM_M_001,2026-03-25 21:02:17,245.70,CUST_N00056,Paytm Postpaid,SUCCESS,Snacks,
TXN0000096,PAYTM_M_001,2026-03-25 21:08:34,264.77,CUST_N00095,Paytm Postpaid,SUCCESS,Snacks,
TXN0000077,PAYTM_M_001,2026-03-25 21:10:20,115.08,CUST_N00076,UPI,SUCCESS,Tea & Beverages,
TXN0000053,PAYTM_M_001,2026-03-25 21:11:55,298.16,CUST_N00052,UPI,SUCCESS,Snacks,
TXN0000100,PAYTM_M_001,2026-03-25 21:33:07,95.81,CUST_N00099,Card,SUCCESS,Tea & Beverages,
TXN0000102,PAYTM_M_001,2026-03-25 21:45:42,205.99,CUST_N00101,Paytm Postpaid,SUCCESS,Snacks,
TXN0000026,PAYTM_M_001,2026-03-25 21:47:05,163.59,CUST_N00025,UPI,SUCCESS,Snacks,
TXN0000158,PAYTM_M_001,2026-03-26 08:04:25,141.06,CUST_N00132,Paytm Wallet,SUCCESS,Snacks,
TXN0000197,PAYTM_M_001,2026-03-26 08:13:14,105.76,CUST_N00156,UPI,SUCCESS,Tea & Beverages,
TXN0000129,PAYTM_M_001,2026-03-26 08:22:19,93.75,CUST_N00116,UPI,SUCCESS,Tea & Beverages,
TXN0000195,PAYTM_M_001,2026-03-26 08:48:48,306.81,CUST_N00154,Paytm Wallet,SUCCESS,Snacks,
TXN0000205,PAYTM_M_001,2026-03-26 08:49:55,140.22,CUST_N00162,Paytm Postpaid,SUCCESS,Snacks,
TXN0000202,PAYTM_M_001,2026-03-26 08:59:09,310.52,CUST_N00160,UPI,SUCCESS,Snacks,
TXN0000186,PAYTM_M_001,2026-03-26 09:03:37,251.14,CUST_N00148,Card,SUCCESS,Snacks,
TXN0000125,PAYTM_M_001,2026-03-26 09:03:48,69.90,CUST_W0480,UPI,SUCCESS,Tea & Beverages,
TXN0000157,PAYTM_M_001,2026-03-26 09:04:24,509.61,CUST_W0497,UPI,SUCCESS,Meals & Combos,
TXN0000128,PAYTM_M_001,2026-03-26 09:11:45,795.93,CUST_N00115,UPI,SUCCESS,Meals & Combos,
TXN0000168,PAYTM_M_001,2026-03-26 09:13:58,279.18,CUST_N00139,Paytm Wallet,SUCCESS,Snacks,
TXN0000147,PAYTM_M_001,2026-03-26 09:16:13,173.02,CUST_R0058,Card,SUCCESS,Desserts,
TXN0000122,PAYTM_M_001,2026-03-26 09:26:15,552.87,CUST_N00111,UPI,SUCCESS,Meals & Combos,
TXN0000194,PAYTM_M_001,2026-03-26 09:27:45,771.09,CUST_N00153,UPI,SUCCESS,Meals & Combos,
TXN0000176,PAYTM_M_001,2026-03-26 09:32:24,786.75,CUST_O0103,UPI,SUCCESS,Meals & Combos,
TXN0000207,PAYTM_M_001,2026-03-26 09:39:08,162.08,CUST_N00164,UPI,SUCCESS,Desserts,
TXN0000171,PAYTM_M_001,2026-03-26 09:47:25,194.71,CUST_N00142,Card,SUCCESS,Desserts,
TXN0000121,PAYTM_M_001,2026-03-26 10:02:33,625.34,CUST_N00110,UPI,SUCCESS,Meals & Combos,
TXN0000204,PAYTM_M_001,2026-03-26 10:03:56,234.34,CUST_R0067,UPI,SUCCESS,Snacks,
TXN0000191,PAYTM_M_001,2026-03-26 10:15:41,305.42,CUST_N00151,UPI,SUCCESS,Snacks,
TXN0000178,PAYTM_M_001,2026-03-26 10:17:50,420.55,CUST_R0054,UPI,SUCCESS,Meals & Combos,
TXN0000187,PAYTM_M_001,2026-03-26 10:29:21,173.22,CUST_N00149,Paytm Postpaid,SUCCESS,Snacks,
TXN0000198,PAYTM_M_001,2026-03-26 10:31:33,315.28,CUST_N00157,Paytm Wallet,SUCCESS,Snacks,
TXN0000137,PAYTM_M_001,2026-03-26 10:32:59,93.78,CUST_N00120,UPI,SUCCESS,Tea & Beverages,
TXN0000201,PAYTM_M_001,2026-03-26 10:39:10,607.22,CUST_O0061,Card,SUCCESS,Meals & Combos,
TXN0000130,PAYTM_M_001,2026-03-26 11:16:34,460.79,CUST_O0238,Card,SUCCESS,Meals & Combos,
TXN0000159,PAYTM_M_001,2026-03-26 11:29:10,765.29,CUST_O0046,Card,SUCCESS,Meals & Combos,
TXN0000184,PAYTM_M_001,2026-03-26 11:37:21,236.84,CUST_R0015,Paytm Postpaid,SUCCESS,Snacks,
TXN0000199,PAYTM_M_001,2026-03-26 11:38:31,429.73,CUST_N00158,UPI,SUCCESS,Meals & Combos,
TXN0000107,PAYTM_M_001,2026-03-26 11:41:10,100.61,CUST_R0067,UPI,SUCCESS,Tea & Beverages,
TXN0000111,PAYTM_M_001,2026-03-26 12:00:09,694.06,CUST_O0284,UPI,SUCCESS,Meals & Combos,
TXN0000200,PAYTM_M_001,2026-03-26 12:21:48,278.08,CUST_N00159,UPI,SUCCESS,Snacks,
TXN0000152,PAYTM_M_001,2026-03-26 12:27:18,239.83,CUST_R0017,UPI,SUCCESS,Snacks,
TXN0000139,PAYTM_M_001,2026-03-26 12:54:46,223.64,CUST_W0034,UPI,SUCCESS,Snacks,
TXN0000160,PAYTM_M_001,2026-03-26 13:02:19,511.09,CUST_R0104,Cash,SUCCESS,Meals & Combos,
TXN0000188,PAYTM_M_001,2026-03-26 13:03:01,77.66,CUST_N00150,UPI,SUCCESS,Tea & Beverages,
TXN0000150,PAYTM_M_001,2026-03-26 13:04:57,179.67,CUST_R0059,UPI,SUCCESS,Desserts,
TXN0000146,PAYTM_M_001,2026-03-26 13:25:47,70.85,CUST_N00125,UPI,SUCCESS,Tea & Beverages,
TXN0000110,PAYTM_M_001,2026-03-26 13:26:51,54.76,CUST_N00104,UPI,SUCCESS,Tea & Beverages,
TXN0000113,PAYTM_M_001,2026-03-26 13:31:09,273.71,CUST_N00105,UPI,SUCCESS,Desserts,
TXN0000162,PAYTM_M_001,2026-03-26 13:36:40,205.98,CUST_R0089,UPI,SUCCESS,Snacks,
TXN0000127,PAYTM_M_001,2026-03-26 13:44:08,72.83,CUST_O0369,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000208,PAYTM_M_001,2026-03-26 13:57:02,601.75,CUST_N00165,UPI,SUCCESS,Meals & Combos,
TXN0000149,PAYTM_M_001,2026-03-26 13:57:23,77.86,CUST_N00127,UPI,SUCCESS,Tea & Beverages,
TXN0000180,PAYTM_M_001,2026-03-26 14:12:54,209.88,CUST_N00144,UPI,SUCCESS,Snacks,
TXN0000172,PAYTM_M_001,2026-03-26 14:16:45,564.98,CUST_W0398,Paytm Wallet,SUCCESS,Meals & Combos,
TXN0000131,PAYTM_M_001,2026-03-26 14:23:14,66.40,CUST_R0091,UPI,SUCCESS,Tea & Beverages,
TXN0000124,PAYTM_M_001,2026-03-26 14:37:55,79.91,CUST_N00113,UPI,SUCCESS,Tea & Beverages,
TXN0000183,PAYTM_M_001,2026-03-26 14:47:13,219.36,CUST_N00146,UPI,SUCCESS,Snacks,
TXN0000185,PAYTM_M_001,2026-03-26 14:50:10,54.81,CUST_N00147,UPI,SUCCESS,Tea & Beverages,
TXN0000105,PAYTM_M_001,2026-03-26 14:52:34,102.60,CUST_R0083,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000117,PAYTM_M_001,2026-03-26 14:53:03,225.48,CUST_N00108,Card,SUCCESS,Snacks,
TXN0000190,PAYTM_M_001,2026-03-26 14:55:06,746.39,CUST_R0002,UPI,SUCCESS,Meals & Combos,
TXN0000143,PAYTM_M_001,2026-03-26 15:01:39,279.21,CUST_N00123,Paytm Wallet,SUCCESS,Snacks,
TXN0000156,PAYTM_M_001,2026-03-26 15:06:07,88.01,CUST_N00131,Card,SUCCESS,Tea & Beverages,
TXN0000170,PAYTM_M_001,2026-03-26 15:09:22,249.65,CUST_N00141,UPI,SUCCESS,Snacks,
TXN0000104,PAYTM_M_001,2026-03-26 15:37:14,643.98,CUST_O0158,UPI,SUCCESS,Meals & Combos,
TXN0000106,PAYTM_M_001,2026-03-26 15:50:25,85.14,CUST_R0018,Card,SUCCESS,Tea & Beverages,
TXN0000166,PAYTM_M_001,2026-03-26 15:51:15,101.45,CUST_N00137,UPI,SUCCESS,Tea & Beverages,
TXN0000177,PAYTM_M_001,2026-03-26 16:12:16,123.32,CUST_O0224,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000151,PAYTM_M_001,2026-03-26 16:19:51,257.78,CUST_N00128,UPI,SUCCESS,Snacks,
TXN0000167,PAYTM_M_001,2026-03-26 16:21:45,289.51,CUST_N00138,UPI,SUCCESS,Snacks,
TXN0000141,PAYTM_M_001,2026-03-26 16:30:19,106.88,CUST_N00121,UPI,SUCCESS,Tea & Beverages,
TXN0000140,PAYTM_M_001,2026-03-26 16:42:13,647.94,CUST_R0098,Card,SUCCESS,Meals & Combos,
TXN0000193,PAYTM_M_001,2026-03-26 16:46:54,275.56,CUST_N00152,UPI,SUCCESS,Desserts,
TXN0000134,PAYTM_M_001,2026-03-26 16:49:16,220.12,CUST_O0336,Paytm Wallet,SUCCESS,Snacks,
TXN0000118,PAYTM_M_001,2026-03-26 16:57:34,64.57,CUST_N00109,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000192,PAYTM_M_001,2026-03-26 17:25:07,64.56,CUST_R0095,UPI,SUCCESS,Tea & Beverages,
TXN0000142,PAYTM_M_001,2026-03-26 17:36:40,183.90,CUST_N00122,UPI,SUCCESS,Snacks,
TXN0000120,PAYTM_M_001,2026-03-26 18:02:41,152.42,CUST_O0195,Paytm Wallet,FAILED,Tea & Beverages,
TXN0000109,PAYTM_M_001,2026-03-26 18:15:18,630.48,CUST_R0085,Paytm Wallet,SUCCESS,Meals & Combos,
TXN0000115,PAYTM_M_001,2026-03-26 18:26:08,315.78,CUST_N00107,UPI,SUCCESS,Snacks,
TXN0000132,PAYTM_M_001,2026-03-26 18:30:49,351.07,CUST_R0047,Card,SUCCESS,Snacks,
TXN0000173,PAYTM_M_001,2026-03-26 18:33:47,179.88,CUST_N00143,Card,SUCCESS,Snacks,
TXN0000114,PAYTM_M_001,2026-03-26 18:50:40,258.55,CUST_N00106,Card,SUCCESS,Snacks,
TXN0000145,PAYTM_M_001,2026-03-26 18:51:05,236.24,CUST_N00124,UPI,SUCCESS,Snacks,
TXN0000153,PAYTM_M_001,2026-03-26 18:55:48,196.43,CUST_N00129,Paytm Wallet,SUCCESS,Snacks,
TXN0000182,PAYTM_M_001,2026-03-26 18:57:36,56.94,CUST_W0424,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000154,PAYTM_M_001,2026-03-26 18:57:59,469.76,CUST_N00130,Cash,SUCCESS,Meals & Combos,
TXN0000203,PAYTM_M_001,2026-03-26 19:01:18,739.94,CUST_N00161,UPI,SUCCESS,Meals & Combos,
TXN0000136,PAYTM_M_001,2026-03-26 19:05:30,164.80,CUST_N00119,UPI,SUCCESS,Snacks,
TXN0000206,PAYTM_M_001,2026-03-26 19:06:48,151.34,CUST_N00163,UPI,SUCCESS,Snacks,
TXN0000148,PAYTM_M_001,2026-03-26 19:10:13,236.43,CUST_N00126,UPI,SUCCESS,Desserts,
TXN0000133,PAYTM_M_001,2026-03-26 19:10:22,328.28,CUST_N00117,UPI,SUCCESS,Snacks,
TXN0000165,PAYTM_M_001,2026-03-26 19:25:44,71.06,CUST_N00136,UPI,SUCCESS,Tea & Beverages,
TXN0000169,PAYTM_M_001,2026-03-26 19:25:55,597.21,CUST_N00140,UPI,SUCCESS,Meals & Combos,
TXN0000123,PAYTM_M_001,2026-03-26 19:42:53,104.48,CUST_N00112,UPI,SUCCESS,Tea & Beverages,
TXN0000164,PAYTM_M_001,2026-03-26 19:45:03,195.97,CUST_N00135,Paytm Wallet,SUCCESS,Snacks,
TXN0000174,PAYTM_M_001,2026-03-26 19:45:25,57.33,CUST_O0270,Card,SUCCESS,Tea & Beverages,
TXN0000144,PAYTM_M_001,2026-03-26 19:47:32,212.87,CUST_O0331,UPI,SUCCESS,Snacks,
TXN0000210,PAYTM_M_001,2026-03-26 19:48:25,73.38,CUST_O0128,Card,SUCCESS,Tea & Beverages,
TXN0000119,PAYTM_M_001,2026-03-26 19:51:19,519.13,CUST_R0117,UPI,SUCCESS,Meals & Combos,
TXN0000181,PAYTM_M_001,2026-03-26 19:53:23,141.95,CUST_N00145,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000189,PAYTM_M_001,2026-03-26 19:55:01,638.05,CUST_R0103,Card,SUCCESS,Meals & Combos,
TXN0000116,PAYTM_M_001,2026-03-26 19:59:37,732.55,CUST_R0025,UPI,SUCCESS,Meals & Combos,
TXN0000161,PAYTM_M_001,2026-03-26 20:00:15,173.15,CUST_N00133,UPI,FAILED,Snacks,
TXN0000126,PAYTM_M_001,2026-03-26 20:09:54,156.26,CUST_N00114,UPI,SUCCESS,Tea & Beverages,
TXN0000155,PAYTM_M_001,2026-03-26 20:15:15,342.42,CUST_R0075,UPI,SUCCESS,Snacks,
TXN0000135,PAYTM_M_001,2026-03-26 20:41:17,63.63,CUST_N00118,Paytm Postpaid,SUCCESS,Tea & Beverages,
TXN0000108,PAYTM_M_001,2026-03-26 20:48:25,570.16,CUST_N00103,UPI,SUCCESS,Meals & Combos,
TXN0000209,PAYTM_M_001,2026-03-26 20:54:35,74.22,CUST_W0893,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000196,PAYTM_M_001,2026-03-26 21:04:41,299.10,CUST_N00155,UPI,SUCCESS,Snacks,
TXN0000138,PAYTM_M_001,2026-03-26 21:05:27,102.18,CUST_O0251,UPI,SUCCESS,Tea & Beverages,
TXN0000179,PAYTM_M_001,2026-03-26 21:17:07,1511.68,CUST_R0014,UPI,SUCCESS,Bulk / Party Order,
TXN0000175,PAYTM_M_001,2026-03-26 21:17:20,119.65,CUST_W0857,UPI,SUCCESS,Tea & Beverages,
TXN0000112,PAYTM_M_001,2026-03-26 21:25:41,135.77,CUST_R0062,UPI,SUCCESS,Tea & Beverages,
TXN0000163,PAYTM_M_001,2026-03-26 21:57:48,111.06,CUST_N00134,UPI,SUCCESS,Tea & Beverages,
TXN0000289,PAYTM_M_001,2026-03-27 08:13:29,315.59,CUST_O0284,Card,SUCCESS,Snacks,
TXN0000282,PAYTM_M_001,2026-03-27 08:21:27,492.88,CUST_N00205,UPI,SUCCESS,Meals & Combos,
TXN0000308,PAYTM_M_001,2026-03-27 08:23:37,133.97,CUST_R0009,UPI,SUCCESS,Snacks,
TXN0000269,PAYTM_M_001,2026-03-27 08:32:14,788.50,CUST_R0058,UPI,SUCCESS,Meals & Combos,
TXN0000219,PAYTM_M_001,2026-03-27 08:59:41,597.36,CUST_N00169,Card,SUCCESS,Meals & Combos,
TXN0000331,PAYTM_M_001,2026-03-27 09:19:13,65.88,CUST_N00232,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000240,PAYTM_M_001,2026-03-27 09:23:36,53.68,CUST_W0485,Card,SUCCESS,Tea & Beverages,
TXN0000261,PAYTM_M_001,2026-03-27 09:23:43,177.86,CUST_N00191,UPI,SUCCESS,Desserts,
TXN0000227,PAYTM_M_001,2026-03-27 09:26:56,580.86,CUST_R0076,UPI,SUCCESS,Meals & Combos,
TXN0000285,PAYTM_M_001,2026-03-27 09:32:03,575.02,CUST_O0132,Card,SUCCESS,Meals & Combos,
TXN0000235,PAYTM_M_001,2026-03-27 09:39:51,703.71,CUST_O0227,UPI,SUCCESS,Meals & Combos,
TXN0000316,PAYTM_M_001,2026-03-27 09:43:31,102.36,CUST_O0323,UPI,SUCCESS,Tea & Beverages,
TXN0000280,PAYTM_M_001,2026-03-27 09:51:45,275.90,CUST_R0050,Card,SUCCESS,Snacks,
